id	type	question	option	answer
5963.	SC	The Decision Model is comprised of a 6-step process to provide a pilot a logical way of approaching Aeronautical Decision Making. These steps are:	['A) Detect, estimate, choose, identify, do, and evaluate.', 'B) Determine, evaluate, choose, identify, do and eliminate.', 'C) Determine, eliminate, choose, identify, detect. and evaluate.']	['A']
5957.	SC	The pilot and passengers are anxious to get to their destination for a business presentation. Level IV thunderstorms are reported to be in a line across their intended route of flight. Which of the following alternatives best illustrates the IMPULSIVITY reaction?	['A) They want to hurry and get going before things get worse.', 'B) Thunderstorm won’t stop them.', 'C) They can’t change the weather, so they might as well go.']	['A']
5958.	SC	While on an IFR flight a pilot emerges from a cloud to find himself within 300 feet of a helicopter. Which of the following alternatives best illustrates the “MACHO” reaction?	['A) He is not too concerned everything will be all right.', 'B) He flies a little closer just to show him.', 'C) He quickly turns away and dives to avoid collision.']	['B']
5959.	SC	When a pilot recognizes a hazardous thought he or she then should correct it by stating the corresponding antidote. Which of the following is the antidote for ANTIAUTHORITY?	['A) Not so fast. Think first.', 'B) It won’t happen to me. It could happen to me.', 'C) Don’t tell me. Follow the rules. They are usually right.']	['C']
5960.	SC	A pilot and friends are going to fly to an out-of- town football game. When the passengers arrive, the pilot determines that they will be over the maximum gross weight for takeoff with the existing fuel load. Which of the following alternatives best illustrates the RESIGNATION reaction?	["A) He can't wait around to de-fuel, they have to get there on time.", "B) Well, nobody told him about the extra weight.", "C) Weight and balance is a formality forced on pilots by the FAA."]	['B']
5961.	SC	Which of the following is the final step of the Decide Model for effective risk management and Aeronautical Decision Making?	['A) Estimate.', 'B) Eliminate.', 'C) Evaluate.']	['C']
5962.	SC	Which of the following is the first step of the Decide Model for effective risk management and Aeronautical Decision Making?	['A) Detect.', 'B) Identify.', 'C) Evaluate.']	['A']
5962-1.	SC	You are acting as PIC with a commercial pilot certificate, but not operating under the regulations of 14 CFR 119. Which of these operations are you authorized to conduct?	['A) Aerial application and aerial photography.', 'B) Charter, on-demand passenger carrying flights of 9 persons or less.', 'C) On-demand cargo flights.']	['A']
5962-2.	SC	As a commercial pilot, you decide to start a small business flying no-stop tours to look at Christmas lights during the holiday season. What authorizations, if any, are required for this type of activity?	['A) No authorizations or approvals are required if you hold the appropriate category and class ratings of the aircraft that will be flown.', 'B) You may apply for and receive a Letter of Authorization from a Flight Standards District Office.', 'C) You must apply to the FAA to receive an exemption to carry passengers at night within a 50NM radius of your departure airport.']	['B']
5009.	SC	What designated airspace associated with an airport becomes inactive when the control tower at that airport is not in operation?	['A) Class D, which then becomes Class C.', 'B) Class D, which then becomes Class E.', 'C) Class B.']	['B']
5043.	SC	Excluding Hawaii, the vertical limits of the Federal Low Altitude airways extend from	['A) 700 feet AGL up to, but not including, 14,500 feet MSL.', 'B) 1,200 feet AGL up to, but not including, 18,000 feet MSL.', 'C) 1,200 feet AGL up to, but not including, 14,500 feet MSL.']	['B']
5060.	SC	A coded transponder equipped with altitude reporting equipment is required for 1. Class A, Class B, and Class C airspace areas. 2. all airspace of the 48 contiguous U.S. and District of Columbia at and above 10,000 feet MSL (including airspace at and below 2,500 feet above the surface).	['A) 1.', 'B) 2.', 'C) Both 1 and 2.']	['A']
5061.	SC	In the contiguous U.S., excluding the airspace at and below 2,500 feet AGL, an operable coded transponder equipped with Mode C capability is required in all airspace above	['A) 10,000 feet MSL.', 'B) 12,500 feet MSL.', 'C) 14,500 feet MSL.']	['A']
5083.	SC	The minimum flight visibility for VFR flight increases to 5 statute miles beginning at an altitude of	['A) 14,500 feet MSL.', 'B) 10,000 feet MSL if above 1,200 feet AGL.', 'C) 10,000 feet MSL regardless of height above ground.']	['B']
5085.	SC	What is the minimum flight visibility and proximity to cloud requirements for VFR flight, at 6,500 feet MSL, in Class C, D, and E airspace?	['A) 1 mile visibility; clear of clouds.', 'B) 3 miles visibility; 1,000 feet above and 500 feet below.', 'C) 5 miles visibility; 1,000 feet above and 1,000 feet below.']	['B']
5088.	SC	When operating an airplane for the purpose of takeoff or landing within Class D airspace under special VFR, what minimum distance from clouds and what visibility are required?	['A) Remain clear of clouds, and the ground visibility must be at least 1 SM.', 'B) 500 feet beneath clouds, and the ground visibility must be at least 1 SM.', 'C) Remain clear of clouds, and the flight visibility must be at least 1 NM.']	['A']
5089.	SC	At some airports located in Class D airspace where ground visibility is not reported, takeoffs and landings under special VFR are	['A) not authorized.', 'B) authorized by ATC if the flight visibility is at least 1 SM.', 'C) authorized only if the ground visibility is observed to be at least 3 SM.']	['B']
5090.	SC	To operate an airplane under SPECIAL VFR (SVF R) within Class D airspace at night, which is required?	['A) The pilot must hold an instrument rating, but the airplane need not be equipped for instrument flight, as long as the weather will remain at or above SVFR minimums.', 'B) The Class D airspace must be specifically designated as a night SVFR area.', 'C) The pilot must hold an instrument rating, and the airplane must be equipped for instrument flight.']	['C']
5114.	SC	What altimeter setting is required when operating an aircraft at 18,000 feet MSL?	['A) Current reported altimeter setting of a station along the route.', 'B) Altimeter setting at the departure or destination airport.', 'C) 29.92 Inches Hg.']	['C']
5115.	SC	After an ATC clearance has been obtained, a pilot may not deviate from that clearance, unless the pilot	['A) receives an amended clearance or has an emergency.', 'B) is operating VFR on top.', 'C) requests an amended clearance.']	['A']
5116.	SC	When approaching to land at an airport, without an operating control tower, in Class G airspace, the pilot should	['A) enter and fly a traffic pattern at 800 feet AGL.', 'B) make all turns to the left, unless otherwise indicated.', 'C) fly a left-hand traffic pattern at 800 feet AGL.']	['B']
5117.	SC	When operating an aircraft in the vicinity of an airport with an operating control tower, in Class E airspace, a pilot must establish communications prior to	['A) 5 NM, and up to and including 3,000 feet AGL.', 'B) 8 NM, and up to and including 3,000 feet AGL.', 'C) 4 NM, and up to and including 2,500 feet AGL.']	['C']
5119.	SC	Which is true regarding flight operations to or from a satellite airport, without an operating control tower, within the Class C airspace area?	['A) Prior to takeoff, a pilot must establish communication with the ATC controlling facility.', 'B) Aircraft must be equipped with an ATC transponder.', 'C) Prior to entering that airspace, a pilot must establish and maintain communication with the ATC serving facility.']	['C']
5120.	SC	Which is true regarding flight operations in Class A airspace? A) May conduct operations under visual flight rules. B) Aircraft must be equipped with approved distance measuring equipment (DM E). C) Aircraft must be equipped with an ATC transponder and altitude reporting equipment. 5575. A An alert area is an area in which;	['A) there is a high volume of pilot training activities or an unusual type of aerial activity, neither of which is hazardous to aircraft.', 'B) the flight of aircraft is prohibited.', 'C) the flight of aircraft, while not prohibited, is subject to restriction.']	['C']
5575-1.	SC	What must a pilot be aware of when transitioning an Alert Area?	['A) All pilots must contact the controlling agency to ensure adequate aircraft separation.', 'B) Non-participating aircraft may transit the area as long as they operate in accordance with a waiver.', 'C) Be aware that the area may contain unusual aeronautical activity or a high volume of pilot training.']	['C']
5577.	SC	When a dashed blue circle surrounds an airport on a sectional aeronautical chart, it will depict the boundary of	['A) Special VFR airspace.', 'B) Class D airspace.', 'C) Class B airspace']	['B']
5082-1.	SC	Which is true regarding pilot certification requirements for operations in Class B airspace?	['A) The pilot in command must hold at least a private pilot certificate with an instrument rating.', 'B) The pilot in command must hold at least a private pilot certificate.', 'C) Solo student pilot operations are not authorized.']	['B']
5082.	SC	Which is true regarding flight operations in Class B airspace?	['A) The pilot must receive an ATC clearance before operating an aircraft in that area.', 'B) Flight under VFR is not authorized unless the pilot in command is instrument rated.', 'C) Solo student pilot operations are not authorized.']	['A']
5119.	SC	Which is true regarding flight operations to or form a satellite airport without an operating control tower within the Class C airspace area?	['A) Prior to entering that airspace, a pilot must establish and maintain communication with the ATC serving facility.', 'B) Aircraft must be equipped with an ATC transponder.', 'C) Prior to takeoff a pilot must establish communication with the ATC controlling facility.']	['A']
5120.	SC	Which is true regarding flight operations in Class A airspace?	['A) May conduct operations under visual flight rules.', 'B) Aircraft must be equipped with approved distance measuring equipment (DME).', 'C) Aircraft must be equipped with an ATC transponder and altitude reporting equipment.']	['C']
5072.	SC	What transponder equipment is required for airplane operations within Class B airspace? A transponder;	['A) with 4096 code or Mode S, and Mode C capability.', 'B) is required for airplane operations when visibility is less than 3 miles.', 'C) with 4096 code capability is required except when operating at or below 1,000 feet AGL under the terms of a letter of agreement.']	['A']
5017.	SC	If the category of an airplane is listed as utility, it would mean that this airplane could be operated in which of the following maneuvers?	['A) Limited acrobatics, excluding spins.', 'B) Limited acrobatics, including spins, if approved.', 'C) Any maneuver except acrobatics or spins.']	['B']
5151.	SC	The ratio between the total airload imposed on the wing and the gross weight of an aircraft in flight is known as	['A) load factor and directly affects stall speed.', 'B) aspect load and directly affects stall speed.', 'C) load factor and has no relation with stall speed.']	['A']
5152.	SC	Load factor is the lift generated by the wings of an aircraft at any given time	['A) divided by the total weight of the aircraft.', 'B) multiplied by the total weight of the aircraft.', 'C) divided by the basic empty weight of the aircraft.']	['A']
5153.	SC	For a given angle of bank, in any airplane, the load factor imposed in a coordinated constant-altitude turn	['A) is constant and the stall speed increases.', 'B) varies with the rate of turn.', 'C) is constant and the stall speed decreases.']	['A']
5154.	SC	Airplane wing loading during a level coordinated turn in smooth air depends upon the	['A) rate of turn.', 'B) angle of bank.', 'C) true airspeed.']	['B']
5155.	SC	In a rapid recovery from a dive, the effects of load factor would cause the stall speed to	['A) increase.', 'B) decrease.', 'C) not vary.']	['A']
5156.	SC	Refer to Figure 4. If an aircraft with a gross weight of 2,000 pounds was subjected to a 60° constant-altitude bank, the total load would be	['A) 3,000 pounds.', 'B) 4,000 pounds.', 'C) 12,000 pounds.']	['B']
5157.	SC	While maintaining a constant angle of bank and altitude in a coordinated turn, an increase in airspeed will	['A) decrease the rate of turn resulting in a decreased load factor.', 'B) decrease the rate of turn resulting in no change in load factor.', 'C) increase the rate of turn resulting in no change in load factor.']	['B']
5158.	SC	Lift on a wing is most properly defined as the	['A) force acting perpendicular to the relative wind.', 'B) differential pressure acting perpendicular to the chord of the wing.', 'C) reduced pressure resulting from a laminar flow over the upper camber of an airfoil, which acts perpendicular to the mean camber.']	['A']
5159.	SC	While holding the angle of bank constant in a level turn, if the rate of turn is varied the load factor would	['A) remain constant regardless of air density and the resultant lift vector.', 'B) vary depending upon speed and air density provided the resultant lift vector varies proportionately.', 'C) vary depending upon the resultant lift vector.']	['A']
5160.	SC	The need to slow an aircraft below VA is brought about by the following weather phenomenon:	['A) High density altitude which increases the indicated stall speed.', 'B) Turbulence which causes an increase in stall speed.', 'C) Turbulence which causes a decrease in stall speed.']	['B']
5161.	SC	In theory, if the airspeed of an airplane is doubled while in level flight, parasite drag will become	['A) twice as great.', 'B) half as great.', 'C) four times greater.']	['C']
5162.	SC	As airspeed decreases in level flight below that speed for maximum lift/drag ratio, total drag of an airplane	['A) decreases because of lower parasite drag.', 'B) increases because of increased induced drag.', 'C) increases because of increased parasite drag.']	['B']
5163.	SC	If the airspeed is increased from 90 knots to 135 knots during a level 60° banked turn, the load factor will	['A) increase as well as the stall speed.', 'B) decrease and the stall speed will increase.', 'C) remain the same but the radius of turn will increase.']	['C']
5164.	SC	Baggage weighing 90 pounds is placed in a normal category airplane's baggage compartment which is placarded at 100 pounds. If this airplane is subjected to a positive load factor of 3.5 G's, the total load of the baggage would be	['A) 315 pounds and would be excessive.', 'B) 315 pounds and would not be excessive.', 'C) 350 pounds and would not be excessive.']	['B']
5167.	SC	Which statement is true relative to changing angle of attack?	['A) A decrease in angle of attack will increase pressure below the wing, and decrease drag.', 'B) An increase in angle of attack will decrease pressure below the wing, and increase drag.', 'C) An increase in angle of attack will increase drag.']	['C']
5170.	SC	Leaving the carburetor heat on while taking off;	['A) leans the mixture for more power on takeoff.', 'B) will decrease the takeoff distance.', 'C) will increase the ground roll.']	['C']
5171.	SC	A way to detect a broken magneto primary grounding lead is to	['A) idle the engine and momentarily turn the ignition off.', 'B) add full power, while holding the brakes, and momentarily turn off the ignition.', 'C) run on one magneto, lean the mixture, and look for a rise in manifold pressure.']	['A']
5172.	SC	Fouling of spark plugs is more apt to occur if the aircraft	['A) gains altitude with no mixture adjustment.', 'B) descends from altitude with no mixture adjustment.', 'C) throttle is advanced very abruptly.']	['A']
5173.	SC	The most probable reason an engine continues to run after the ignition switch has been turned off is	['A) carbon deposits glowing on the spark plugs.', 'B) a magneto ground wire is in contact with the engine casing.', 'C) a broken magneto ground wire.']	['C']
5174.	SC	If the ground wire between the magneto and the ignition switch becomes disconnected, the engine	['A) will not operate on one magneto.', 'B) cannot be started with the switch in the BOTH position.', 'C) could accidentally start if the propeller is moved with fuel in the cylinder.']	['C']
5175.	SC	For internal cooling, reciprocating aircraft engines are especially dependent on	['A) a properly functioning cowl flap augmenter.', 'B) the circulation of lubricating oil.', 'C) the proper freon/compressor output ratio.']	['B']
5176.	SC	The pilot controls the air/fuel ratio with the	['A) throttle', 'B) manifold pressure', 'C) mixture control']	['C']
5181.	SC	Which is true regarding the use of flaps during level turns?	['A) The lowering of flaps increases the stall speed.', 'B) The raising of flaps increases the stall speed.', 'C) Raising flaps will require added forward pressure on the yoke or stick.']	['B']
5182.	SC	One of the main functions of flaps during the approach and landing is to	['A) decrease the angle of descent without increasing the airspeed.', 'B) provide the same amount of lift at a slower airspeed.', 'C) decrease lift, thus enabling a steeper-than-normal approach to be made.']	['B']
5183.	SC	Which statement best describes the operating principle of a constant-speed propeller?	['A) As throttle setting is changed by the pilot, the prop governor causes pitch angle of the propeller blades to remain unchanged.', 'B) A high blade angle, or increased pitch, reduces the propeller drag and allows more engine power for takeoffs.', 'C) The propeller control regulates the engine RPM, and in turn, the propeller RPM.']	['C']
5184.	SC	In aircraft equipped with constant speed propellers and normally-aspirated engines, which procedure should be used to avoid placing undue stress on the engine components? When power is being	['A) decreased reduce the RPM before reducing the manifold pressure.', 'B) increased, increase the RPM before increasing the manifold pressure.', 'C) increased or decreased, the RPM should be adjusted before the manifold pressure.']	['B']
5185.	SC	Detonation may occur at high-power settings when	['A) the fuel mixture ignites instantaneously instead of burning progressively and evenly.', 'B) an excessively rich fuel mixture causes an explosive gain in power.', 'C) the fuel mixture is ignited too early by hot carbon deposits in the cylinder.']	['A']
5186.	SC	The uncontrolled firing of the fuel air charge in advance of normal spark ignition is known as	['A) instantaneous combustion.', 'B) detonation.', 'C) pre-ignition.']	['C']
5187.	SC	Fuel/air ratio is the ratio between the	['A) volume of fuel and volume of air entering the cylinder.', 'B) weight of fuel and weight of air entering the cylinder.', 'C) weight of fuel and weight of air entering the carburetor.']	['B']
5188.	SC	The mixture control can be adjusted, which	["A) prevents the fuel/air combination from becoming too rich at higher altitudes.", "B) regulates the amount of air flow through the carburetor's venturi.", "C) prevents the fuel/air combination from becoming lean as the airplane climbs."]	['A']
5189.	SC	Which statement is true concerning the effect of the application of carburetor heat?	['A) It enriches the fuel/air mixture.', 'B) It leans the fuel/air mixture.', 'C) It has no effect on the fuel/air mixture.']	['A']
5190.	SC	Detonation occurs in a reciprocating aircraft engine when	['A) there is an explosive increase of fuel caused by too rich a fuel/air mixture.', 'B) the spark plugs receive an electrical jolt caused by a short in the wiring.', 'C) the unburned charge in the cylinders is subjected to instantaneous combustion.']	['C']
5191.	SC	Name the four fundamentals involved in maneuvering an aircraft.	['A) Power, pitch, bank, and trim.', 'B) Thrust, lift, turns, and glides.', 'C) Straight-and-level flight, turns, climbs, and descents.']	['C']
5194.	SC	Why is it necessary to increase back elevator pressure to maintain altitude during a turn? To compensate for the	['A) loss of the vertical component of lift.', 'B) loss of the horizontal component of lift and the increase in centrifugal force.', 'C) rudder deflection and slight opposite aileron throughout the turn.']	['A']
5195.	SC	To maintain altitude during a turn, the angle of attack must be increased to compensate for the decrease in the	['A) forces opposing the resultant component of drag.', 'B) vertical component of lift.', 'C) horizontal component of lift.']	['B']
5196.	SC	Stall speed is affected by	['A) weight, load factor, and power.', 'B) load factor, angle of attack, and power.', 'C) angle of attack, weight, and air density.']	['A']
5197.	SC	A rectangular wing, as compared to other wing planforms, has a tendency to stall first at the	['A) wingtip, with the stall progression toward the wing root.', 'B) wing root, with the stall progression toward the wing tip.', 'C) center trailing edge, with the stall progression outward toward the wing root and tip.']	['B']
5198.	SC	By changing the angle of attack of a wing, the pilot can control the airplane's	['A) lift, airspeed, and drag.', 'B) lift, airspeed, and CG.', 'C) lift and airspeed, but not drag.']	['A']
5199.	SC	The angle of attack of a wing directly controls the	['A) angle of incidence of the wing.', 'B) amount of airflow above and below the wing.', 'C) distribution of pressures acting on the wing.']	['C']
5200.	SC	In theory, if the angle of attack and other factors remain constant and the airspeed is doubled, the lift produced at the higher speed will be	['A) the same as at the lower speed.', 'B) two times greater than at the lower speed.', 'C) four times greater than at the lower speed.']	['C']
5201.	SC	An aircraft wing is designed to produce lift resulting from a difference in the	["A) negative air pressure below and a vacuum above the wing's surface.", "B) vacuum below the wing's surface and greater air pressure above the wing's surface.", "C) higher air pressure below the wing's surface and lower air pressure above the wing's surface."]	['C']
5202.	SC	On a wing, the force of lift acts perpendicular to and the force of drag acts parallel to the	['A) chord line.', 'B) flight path.', 'C) longitudinal axis.']	['B']
5203.	SC	acting on an airplane in steady-state level flight?	['A) These forces are equal.', 'B) Thrust is greater than drag and weight and lift are equal.', 'C) Thrust is greater than drag and lift is greater than weight.']	['A']
5204.	SC	The angle of attack at which a wing stalls remains constant regardless of	['A) weight, dynamic pressure, bank angle, or pitch attitude.', 'B) dynamic pressure, but varies with weight, bank angle, and pitch attitude.', 'C) weight and pitch attitude, but varies with dynamic pressure and bank angle.']	['A']
5205.	SC	In light airplanes, normal recovery from spins may become difficult if the	['A) CG is too far rearward and rotation is around the longitudinal axis.', 'B) CG is too far rearward and rotation is around the CG.', 'C) spin is entered before the stall is fully developed.']	['B']
5207.	SC	If an airplane is loaded to the rear of its CG range, it will tend to be unstable about its	['A) vertical axis.', 'B) lateral axis.', 'C) longitudinal axis.']	['B']
5208.	SC	At higher elevation airports the pilot should know that indicated airspeed	['A) will be unchanged, but groundspeed will be faster.', 'B) will be higher, but groundspeed will be unchanged.', 'C) should be increased to compensate for the thinner air.']	['A']
5209.	SC	An airplane leaving ground effect will	['A) experience a reduction in ground friction and require a slight power reduction.', 'B) experience an increase in induced drag and require more thrust.', 'C) require a lower angle of attack to maintain the same lift coefficient.']	['B']
5210.	SC	If airspeed is increased during a level turn, what action would be necessary to maintain altitude? The angle of attack	['A) and angle of bank must be decreased.', 'B) must be increased or angle of bank decreased.', 'C) must be decreased or angle of bank increased.']	['C']
5210-1.	SC	To maintain a standard rate turn as the airspeed increases, the bank angle of the aircraft will need to	['A) remain constant.', 'B) increase.', 'C) decrease']	['B']
5211.	SC	The stalling speed of an airplane is most affected by	['A) changes in air density.', 'B) variations in flight altitude.', 'C) variations in airplane loading.']	['C']
5212.	SC	An airplane will stall at the same	['A) angle of attack regardless of the attitude with relation to the horizon.', 'B) airspeed regardless of the attitude with relation to the horizon.', 'C) angle of attack and attitude with relation to the horizon.']	['A']
5216.	SC	If the same angle of attack is maintained in ground effect as when out of ground effect, lift will	['A) increase, and induced drag will decrease.', 'B) decrease, and parasite drag will increase.', 'C) increase, and induced drag will increase.']	['A']
5217.	SC	What performance is characteristic of flight at maximum lift/drag ratio in a propeller-driven airplane? Maximum	['A) gain in altitude over a given distance.', 'B) range and maximum distance glide.', 'C) coefficient of lift and minimum coefficient of drag.']	['B']
5218.	SC	Which is true regarding the forces acting on an aircraft in a steady-state descent? The sum of all	['A) upward forces is less than the sum of all downward forces.', 'B) rearward forces is greater than the sum of all forward forces.', 'C) forward forces is equal to the sum of all rearward forces.']	['C']
5219.	SC	Which is true regarding the force of lift in steady, unaccelerated flight?	['A) At lower airspeeds the angle of attack must be less to generate sufficient lift to maintain altitude.', 'B) There is a corresponding indicated airspeed required for every angle of attack to generate sufficient lift to maintain altitude.', 'C) An airfoil will always stall at the same indicated airspeed; therefore, an increase in weight will require an increase in speed to generate sufficient lift to maintain altitude.']	['B']
5220.	SC	During the transition from straight and level flight to a climb, the angle of attack is increased and lift	['A) is momentarily decreased.', 'B) remains the same.', 'C) is momentarily increased.']	['C']
5223.	SC	To generate the same amount of lift as altitude is increased, an airplane must be flown at	['A) the same true airspeed regardless of angle of attack.', 'B) a lower true airspeed and a greater angle of attack.', 'C) a higher true airspeed for any given angle of attack.']	['C']
5224.	SC	To produce the same lift while in ground effect as when out of ground effect, the airplane requires	['A) a lower angle of attack.', 'B) the same angle of attack.', 'C) a greater angle of attack.']	['A']
5225.	SC	As the angle of bank is increased, the vertical component of lift	['A) decreases and the horizontal component of lift increases.', 'B) increases and the horizontal component of lift decreases.', 'C) decreases and the horizontal component of lift remains constant.']	['A']
5226.	SC	If the airplane attitude remains in a new position after the elevator control is pressed forward and released, the airplane displays	['A) neutral longitudinal static stability.', 'B) positive longitudinal static stability.', 'C) neutral longitudinal dynamic stability.']	['A']
5227.	SC	Longitudinal dynamic instability in an airplane can be identified by	['A) bank oscillations becoming progressively steeper.', 'B) pitch oscillations becoming progressively steeper.', 'C) Trilatitudinal roll oscillations becoming progressively steeper.']	['B']
5206.	SC	Recovery from a stall in any airplane becomes more difficult when its	['A) center of gravity moves forward.', 'B) elevator trim is adjusted nosedown.', 'C) center of gravity moves aft.']	['C']
5228.	SC	Longitudinal stability involves the motion of the airplane controlled by its	['A) rudder.', 'B) elevator.', 'C) ailerons.']	['B']
5229.	SC	What changes in airplane longitudinal control must be made to maintain altitude while the airspeed is being decreased?	['A) Increase the angle of attack to produce more lift than drag.', 'B) Increase the angle of attack to compensate for the decreasing lift.', 'C) Decrease the angle of attack to compensate for the increasing drag.']	['B']
5230.	SC	If the airplane attitude initially tends to return to its original position after the elevator control is pressed forward and released, the airplane displays	['A) positive dynamic stability.', 'B) positive static stability.', 'C) neutral dynamic stability.']	['B']
5235.	SC	Propeller efficiency is the	['A) ratio of thrust horsepower to brake horsepower.', 'B) actual distance a propeller advances in one revolution.', 'C) ratio of geometric pitch to effective pitch.']	['A']
5236.	SC	A fixed-pitch propeller is designed for best efficiency only at a given combination of	['A) altitude and RPM.', 'B) airspeed and RPM.', 'C) airspeed and altitude.']	['B']
5237.	SC	The reason for variations in geometric pitch (twisting) along a propeller blade is that it	['A) permits a relatively constant angle of incidence along its length when in cruising flight.', 'B) prevents the portion of the blade near the hub from stalling during cruising flight.', 'C) permits a relatively constant angle of attack along its length when in cruising flight.']	['C']
5238.	SC	A propeller rotating clockwise as seen from the rear, creates a spiraling slipstream. The spiraling slipstream, along with torque effect, tends to rotate the airplane to the	['A) right around the vertical axis, and to the left around the longitudinal axis.', 'B) left around the vertical axis, and to the right around the longitudinal axis.', 'C) left around the vertical axis, and to the left around the longitudinal axis.']	['B']
5239.	SC	When the angle of attack of a symmetrical airfoil is increased, the center of pressure will	['A) have very limited movement.', 'B) move aft along the airfoil surface.', 'C) remain unaffected.']	['A']
5271.	SC	A detuning of engine crankshaft counterweights is a source of over-stress that may be caused by	['A) rapid opening and closing of the throttle.', 'B) carburetor ice forming on the throttle valve.', 'C) operating with an excessively rich fuel/air mixture.']	['A']
5298.	SC	The best power mixture is that fuel/air ratio at which	['A) cylinder head temperatures are the coolest.', 'B) the most power can be obtained for any given throttle setting.', 'C) a given power can be obtained with the highest manifold pressure or throttle setting.']	['B']
5299.	SC	Detonation can be caused by	["A) a 'rich' mixture.", "B) low engine temperatures.", "C) using a lower grade of fuel than recommended."]	['C']
5300.	SC	What effect, if any, would a change in ambient temperature or air density have on gas turbine engine performance? A) As air density decreases, thrust increases. B)As temperature increases, thrust increases. C) As temperature increases, thrust decreases. 5503. C When diverting to an alternate airport because of an	['A) rely upon radio as the primary method of navigation.', 'B) climb to a higher altitude because it will be easier to identify checkpoints.', 'C) apply rule-of-thumb computations, estimates, and other appropriate shortcuts to divert to the new course as soon as possible.']	['C']
5505.	SC	Which maximum range factor decreases as weight decreases?	['A) Altitude.', 'B) Airspeed.', 'C) Angle of attack.']	['B']
5604-1.	SC	Structural damage or failure is more likely to occur in smooth air at speeds above	['A) VNO', 'B) VA', 'C) VNE']	['C']
5606.	SC	Applying carburetor heat will	['A) not affect the mixture.', 'B) lean the fuel/air mixture.', 'C) enrich the fuel/air mixture.']	['C']
5607.	SC	An abnormally high engine oil temperature indication may be caused by	['A) a defective bearing.', 'B) the oil level being too low.', 'C) operating with an excessively rich mixture.']	['B']
5608.	SC	What will occur if no leaning is made with the mixture control as the flight altitude increases?	['A) The volume of air entering the carburetor decreases and the amount of fuel decreases.', 'B) The density of air entering the carburetor decreases and the amount of fuel increases.', 'C) The density of air entering the carburetor decreases and the amount of fuel remains constant.']	['C']
5609.	SC	Unless adjusted, the fuel/air mixture becomes richer with an increase in altitude because the amount of fuel	['A) decreases while the volume of air decreases.', 'B) remains constant while the volume of air decreases.', 'C) remains constant while the density of air decreases.']	['C']
5610.	SC	The basic purpose of adjusting the fuel/air mixture control at altitude is to	['A) decrease the fuel flow to compensate for decreased air density.', 'B) decrease the amount of fuel in the mixture to compensate for increased air density.', 'C) increase the amount of fuel in the mixture to compensate for the decrease in pressure and density of the air.']	['A']
5611.	SC	At high altitudes, an excessively rich mixture will cause the	['A) engine to overheat.', 'B) fouling of spark plugs.', 'C) engine to operate smoother even though fuel consumption is increased.']	['B']
5653.	SC	Frequent inspections should be made of aircraft exhaust manifold-type heating systems to minimize the possibility of	['A) exhaust gases leaking into the cockpit.', 'B) a power loss due to back pressure in the exhaust system.', 'C) a cold-running engine due to the heat withdrawn by the heater.']	['A']
5654.	SC	To establish a climb after takeoff in an aircraft equipped with a constant-speed propeller, the output of the engine is reduced to climb power by decreasing manifold pressure and	['A) increasing RPM by decreasing propeller blade angle.', 'B) decreasing RPM by decreasing propeller blade angle.', 'C) decreasing RPM by increasing propeller blade angle.']	['C']
5655.	SC	When taxiing during strong quartering tailwinds, which aileron positions should be used?	['A) Neutral.', 'B) Aileron up on the side from which the wind is blowing.', 'C) Aileron down on the side from which the wind is blowing.']	['C']
5656.	SC	While taxiing a light, high-wing airplane during strong quartering tailwinds, the aileron control should be positioned	['A) neutral at all times.', 'B) toward the direction from which the wind is blowing.', 'C) opposite the direction from which the wind is blowing.']	['C']
5664.	SC	Which type of approach and landing is recommended during gusty wind conditions?	['A) A power-on approach and power-on landing.', 'B) A power-off approach and power-on landing.', 'C) A power-on approach and power-off landing.']	['A']
5665.	SC	A proper crosswind landing on a runway requires that, at the moment of touchdown, the	['A) direction of motion of the airplane and its lateral axis be perpendicular to the runway.', 'B) direction of motion of the airplane and its longitudinal axis be parallel to the runway.', 'C) downwind wing be lowered sufficiently to eliminate the tendency for the airplane to drift.']	['B']
5667.	SC	To develop maximum power and thrust, a constant-speed propeller should be set to a blade angle that will produce a	['A) large angle of attack and low RPM.', 'B) small angle of attack and high RPM.', 'C) large angle of attack and high RPM.']	['B']
5668.	SC	For takeoff, the blade angle of a controllable-pitch propeller should be set at a	['A) small angle of attack and high RPM.', 'B) large angle of attack and low RPM.', 'C) large angle of attack and high RPM.']	['A']
5766.	SC	During preflight in cold weather, crankcase breather lines should receive special attention because they are susceptible to being clogged by	['A) congealed oil from the crankcase.', 'B) moisture from the outside air which has frozen.', 'C) ice from crankcase vapors that have condensed and subsequently frozen.']	['C']
5767.	SC	Which is true regarding preheating an aircraft during cold weather operations?	['A) The cabin area as well as the engine should be preheated.', 'B) The cabin area should not be preheated with portable heaters.', 'C) Hot air should be blown directly at the engine through the air intakes.']	['A']
5768.	SC	If necessary to take off from a slushy runway, the freezing of landing gear mechanisms can be minimized by	['A) recycling the gear.', 'B) delaying gear retraction.', 'C) increasing the airspeed to VLE before retraction.']	['A']
5999-1.	SC	What procedure could a pilot use to navigate under VFR from one point to another when ground references are not visible?	['A) Dead reckoning.', 'B) Pilotage.', 'C) VFR is not allowed in these circumstances.']	['A']
