id	type	question	option	answer
3166.	SC	With certain exceptions, all aircraft within 30 miles of a Class B primary airport from the surface upward to 10,000 feet MSL must be equipped with	['A) an operable VOR or TACAN receiver and an ADF receiver.', 'B) instruments and equipment required for IFR operations.', 'C) an operable transponder having either Mode S or 4096-code capability with Mode C automatic altitude reporting capability.']	['C']
3167.	SC	No person may operate an aircraft in acrobatic flight when	['A) flight visibility is less than 5 miles.', 'B) over any congested area of a city, town, or settlement.', 'C) less than 2,500 feet AGL.']	['B']
3168.	SC	In which controlled airspace is acrobatic flight prohibited?	['A) Class D airspace, Class E airspace designated for Federal Airways.', 'B) All Class E airspace below 1,500 feet AGL.', 'C) All Class G airspace.']	['A']
3169.	SC	What is the lowest altitude permitted for acrobatic flight?	['A) 1,000 feet AGL.', 'B) 1,500 feet AGL.', 'C) 2,000 feet AGL.']	['B']
3170.	SC	No person may operate an aircraft in acrobatic flight when the flight visibility is less than	['A) 3 miles.', 'B) 5 miles.', 'C) 7 miles.']	['A']
3172.	SC	An approved chair-type parachute may be carried in an aircraft for emergency use if it has been packed by an appropriately rated parachute rigger within the preceding	['A) 120 days.', 'B) 180 days.', 'C) 365 days.']	['B']
3173.	SC	With certain exceptions, when must each occupant of an aircraft wear an approved parachute?	['A) When a door is removed from the aircraft to facilitate parachute jumpers.', 'B) When intentionally pitching the nose of the aircraft up or down 30° or more.', 'C) When intentionally banking in excess of 30°.']	['B']
3178.	SC	Which is normally prohibited when operating a restricted category civil aircraft?	['A) Flight under instrument flight rules.', 'B) Flight over a densely populated area.', 'C) Flight within Class D airspace.']	['B']
3179.	SC	Unless otherwise specifically authorized, no person may operate an aircraft that has an experimental certificate	['A) beneath the floor of Class B airspace.', 'B) over a densely populated area or in a congested airway.', 'C) from the primary airport within Class D airspace.']	['B']
3181.	SC	The responsibility for verifying that maintenance personnel make the appropriate entries in the aircraft maintenance records indicating the aircraft has been approved for return to service lies with the	['A) owner or operator.', 'B) pilot in command.', 'C) mechanic who performed the work.']	['A']
3182.	SC	Completion of an annual inspection and the return of the aircraft to service should always be indicated by	['A) the relicensing date on the Registration Certificate.', 'B) an appropriate notation in the aircraft maintenance records.', 'C) an inspection sticker placed on the instrument panel that lists the annual inspection completion date.']	['B']
3183.	SC	If an alteration or repair substantially affects an aircraft's operation in flight, that aircraft must be test flown by an appropriately-rated pilot and approved for return to service prior to being operated	['A) by any private pilot.', 'B) with passengers aboard.', 'C) for compensation or hire.']	['B']
3184.	SC	Before passengers can be carried in an aircraft that has been altered in a manner that may have appreciably changed its flight characteristics, it must be flight tested by an appropriately-rated pilot who holds at least a	['A) Commercial Pilot Certificate with an instrument rating.', 'B) Private Pilot Certificate.', 'C) Commercial Pilot Certificate and a mechanic’s certificate.']	['B']
3185.	SC	An aircraft's annual inspection was performed on July 12, this year. The next annual inspection will be due no later than	['A) July 1, next year.', 'B) July 13, next year.', 'C) July 31, next year.']	['C']
3186.	SC	To determine the expiration date of the last annual aircraft inspection, a person should refer to the	['A) Airworthiness Certificate.', 'B) Registration Certificate.', 'C) aircraft maintenance records.']	['C']
3187.	SC	How long does the Airworthiness Certificate of an aircraft remain valid?	['A) As long as the aircraft has a current Registration Certificate.', 'B) Indefinitely, unless the aircraft suffers major damage.', 'C) As long as the aircraft is maintained and operated as required by Federal Aviation Regulations.']	['C']
3188.	SC	What aircraft inspections are required for rental aircraft that are also used for flight instruction?	['A) Annual and 100-hour inspections.', 'B) Biannual and 100-hour inspections.', 'C) Annual and 50-hour inspections.']	['A']
3189.	SC	An aircraft had a 100-hour inspection when the tachometer read 1259.6 . When is the next 100-hour inspection due?	['A) 1349.6 hours.', 'B) 1359.6 hours.', 'C) 1369.6 hours.']	['B']
3190.	SC	A 100-hour inspection was due at 3302.5 hours on the tachometer. The 100-hour inspection was actually done at 3309.5 hours. When is the next 100- hour inspection due?	['A) 3312.5 hours.', 'B) 3402.5 hours.', 'C) 3409.5 hours.']	['B']
3191.	SC	No person may use an ATC transponder unless it has been tested and inspected within at least the preceding	['A) 6 calendar months.', 'B) 12 calendar months.', 'C) 24 calendar months.']	['C']
3192.	SC	Maintenance records show the last transponder inspection was performed on September 1, 2015. The next inspection will be due no later than	['A) September 30, 2016', 'B) September 1, 2017', 'C) September 30, 2017']	['C']
3193.	SC	Which records or documents shall the owner or operator of an aircraft keep to show compliance with an applicable Airworthiness Directive?	["A) Aircraft maintenance records.", "B) Airworthiness Certificate and Pilot's Operating Handbook.", "C) Airworthiness and Registration Certificates."]	['A']
3194.	SC	If an aircraft is involved in an accident which results in substantial damage to the aircraft, the nearest NTSB field office should be notified	['A) immediately.', 'B) within 48 hours.', 'C) within 7 days.']	['A']
3195.	SC	Which incident requires an immediate notification to the nearest NTSB field office?	['A) A forced landing due to engine failure.', 'B) Landing gear damage, due to a hard landing.', 'C) Flight control system malfunction or failure.']	['C']
3196.	SC	Which incident would necessitate an immediate notification to the nearest NTSB field office?	['A) An in-flight generator/alternator failure.', 'B) An in-flight fire.', 'C) An in-flight loss of VOR receiver capability.']	['B']
3197.	SC	Which incident requires an immediate notification be made to the nearest NTSB field office?	['A) An overdue aircraft that is believed to be involved in an accident.', 'B) An in-flight radio communications failure.', 'C) An in-flight generator or alternator failure.']	['A']
3198.	SC	May aircraft wreckage be moved prior to the time the NTSB takes custody?	['A) Yes, but only if moved by a federal, state, or local law enforcement officer.', 'B) Yes, but only to protect the wreckage from further damage.', 'C) No, it may not be moved under any circumstances.']	['B']
3199.	SC	The operator of an aircraft that has been involved in an accident is required to file an accident report within how many days?	['A) 5.', 'B) 7.', 'C) 10.']	['C']
3200.	SC	The operator of an aircraft that has been involved in an incident is required to submit a report to the nearest field office of the NTSB	['A) within 7 days.', 'B) within 10 days', 'C) when requested.']	['C']
3709.	SC	FAA advisory circulars (some free, others at cost) are available to all pilots and are obtained by	['A) distribution from the nearest FAA district office.', 'B) ordering those desired from the Government Printing Office.', 'C) subscribing to the Federal Register.']	['B']
3715.	SC	During a night flight, you observe a steady red light and a flashing red light ahead and at the same altitude. What is the general direction of movement of the other aircraft?	['A) The other aircraft is crossing to the left.', 'B) The other aircraft is crossing to the right.', 'C) The other aircraft is approaching head-on.']	['A']
3716.	SC	During a night flight, you observe a steady white light and a flashing red light ahead and at the same altitude. What is the general direction of movement of the other aircraft?	['A) The other aircraft is flying away from you.', 'B) The other aircraft is crossing to the left.', 'C) The other aircraft is crossing to the right.']	['A']
3717.	SC	During a night flight, you observe steady red and green lights ahead and at the same altitude. What is the general direction of movement of the other aircraft?	['A) The other aircraft is crossing to the left.', 'B) The other aircraft is flying away from you.', 'C) The other aircraft is approaching head-on.']	['C']
3779.	SC	The vertical limit of Class C airspace above the primary airport is normally	['A) 1,200 feet AGL.', 'B) 3,000 feet AGL.', 'C) 4,000 feet AGL.']	['C']
3780.	SC	The normal radius of the procedural outer area of Class C airspace is	['A) 5 nautical miles.', 'B) 15 nautical miles.', 'C) 20 nautical miles.']	['C']
3781.	SC	All operations within Class C airspace must be in	['A) accordance with instrument flight rules.', 'B) compliance with ATC clearances and instructions.', 'C) an aircraft equipped with a 4096-code transponder with Mode C encoding capability.']	['C']
3782.	SC	Under what condition may an aircraft operate from a satellite airport within Class C airspace?	['A) The pilot must file a flight plan prior to departure.', 'B) The pilot must monitor ATC until clear of the Class C airspace.', 'C) The pilot must contact ATC as soon as practicable after takeoff.']	['C']
3787.	SC	The lateral dimensions of Class D airspace are based on	['A) the number of airports that lie within the Class D airspace.', 'B) 5 statute miles from the geographical center of the primary airport.', 'C) the instrument procedures for which the controlled airspace is established.']	['C']
3788.	SC	A non-towered satellite airport, within the same Class D airspace as that designated for the primary airport, requires radio communications be established and maintained with the	["A) satellite airport's UNICOM.", "B) associated Flight Service Station.", "C) primary airport's control tower."]	['C']
3799.	SC	Which initial action should a pilot take prior to entering Class C airspace?	['A) Contact approach control on the appropriate frequency.', 'B) Contact the tower and request permission to enter.', 'C) Contact the FSS for traffic advisories.']	['A']
3811.	SC	After landing at a tower-controlled airport, when should the pilot contact ground control?	['A) When advised by the tower to do so.', 'B) Prior to turning off the runway.', 'C) After reaching a taxiway that leads directly to the parking area.']	['A']
3812.	SC	If instructed by ground control to taxi to Runway 9, the pilot may proceed	['A) via taxiways and across runways to, but not onto, Runway 9.', 'B) to the next intersecting runway where further clearance is required.', 'C) via taxiways and across runways to Runway 9, where an immediate takeoff may be made.']	['B']
3813.	SC	What ATC facility should the pilot contact to receive a special VFR departure clearance in Class D airspace?	['A) Automated Flight Service Station.', 'B) Air Traffic Control Tower.', 'C) Air Route Traffic Control Center.']	['B']
3819.	SC	When activated, an emergency locator transmitter (EL T) transmits on	['A) 118.0 and 118.8 MHz.', 'B) 121.5 and 406 MHz.', 'C) 123.0 and 119.0 MHz.']	['B']
3820.	SC	When must the battery in an emergency locator transmitter (ELT) be replaced (or recharged if the battery is rechargeable)?	["A) After one-half the battery's useful life.", "B) During each annual and 100-hour inspection.", "C) Every 24 calendar months."]	['A']
3821.	SC	When may an emergency locator transmitter (EL T) be tested?	['A) Anytime.', 'B) At 15 and 45 minutes past the hour.', 'C) During the first 5 minutes after the hour.']	['C']
3822.	SC	Which procedure is recommended to ensure that the emergency locator transmitter (ELT) has not been activated?	['A) Turn off the aircraft ELT after landing.', 'B) Ask the airport tower if they are receiving an ELT signal.', 'C) Monitor 121.5 before engine shutdown.']	['C']
3837.	SC	An ATC clearance provides	['A) priority over all other traffic.', 'B) adequate separation from all traffic.', 'C) authorization to proceed under specified traffic conditions in controlled airspace.']	['C']
3854.	SC	FAA advisory circulars containing subject matter specifically related to Airmen are issued under which subject number?	['A) 60.', 'B) 70.', 'C) 90.']	['A']
3855.	SC	FAA advisory circulars containing subject matter specifically related to Airspace are issued under which subject number?	['A) 60.', 'B) 70.', 'C) 90.']	['B']
3856.	SC	FAA advisory circulars containing subject matter specifically related to Air Traffic Control and General Operations are issued under which subject number?	['A) 60.', 'B) 70.', 'C) 90.']	['C']
3971.	SC	What should an owner or operator know about Airworthiness Directives (AD's)?	['A) They are mandatory.', 'B) They are voluntary.', 'C) For Informational purposes only.']	['A']
3972.	SC	May a pilot operate an aircraft that is not in compliance with an Airworthiness Directive (AD)?	["A) Yes, AD's are only voluntary.", "B) Yes, if allowed by the AD.", "C) Yes, under VFR conditions only."]	['B']
3974.	SC	Who may perform preventative maintenance on an aircraft?	['A) None of the above.', 'B) Student or Recreational pilot,', 'C) Private or Commercial pilot.']	['C']
3975.	SC	The airworthiness of an aircraft can be determined by a preflight inspection and a	['A) review of the maintenance records.', 'B) statement from the owner or operator that the aircraft is airworthy.', 'C) log book endorsement from a flight instructor.']	['A']
3977.	SC	Who is responsible for ensuring Airworthiness Directives (AD's) are complied with? A) Owner or operator. B) Mechanic with inspection authorization (I A). C) Repair station. 3108-1. B As Pilot in Command of an aircraft, under which situation can you deviate from an ATC clearance?	['A) When operating in Class A airspace at night.', 'B) If an ATC clearance is not understood and in VFR conditions.', 'C) In response to a traffic alert and collision avoidance system resolution advisory.']	['A']
3079-1.	SC	FAA How soon after the arrest or conviction for driving while intoxicated by alcohol or drugs shall it be reported to the FAA, Civil Aviation Security Division?	['A) No later than 60 days after the motor vehicle action.', 'B) No later than 30 working days after the motor vehicle action.', 'C) Required to be reported upon renewal of medical certificate.']	['A']
3201.	SC	The four forces acting on an airplane in flight are;	['A) lift, weight, thrust, and drag.', 'B) lift, weight, gravity, and thrust.', 'C) lift, gravity, power, and friction.']	['A']
3202.	SC	When are the four forces that act on an airplane in equilibrium?	['A) During unaccelerated flight.', 'B) When the aircraft is accelerating.', 'C) When the aircraft is at rest on the ground.']	['A']
3204.	SC	The term 'angle of attack' is defined as the angle	["A) between the wing chord line and the relative wind.", "B) between the airplane's climb angle and the horizon.", "C) formed by the longitudinal axis of the airplane and the chord line of the wing."]	['A']
3205.	SC	What is the relationship of lift, drag, thrust, and weight when the airplane is in straight-and-level flight?	['A) Lift equals weight and thrust equals drag.', 'B) Lift, drag, and weight equal thrust.', 'C) Lift and weight equal thrust and drag.']	['A']
3207.	SC	In what flight condition is torque effect the greatest in a single-engine airplane?	['A) Low airspeed, high power, high angle of attack.', 'B) Low airspeed, low power, low angle of attack.', 'C) High airspeed, high power, high angle of attack.']	['A']
3208.	SC	The left turning tendency of an airplane caused by P- factor is the result of the	['A) clockwise rotation of the engine and the propeller turning the airplane counter-clockwise.', 'B) propeller blade descending on the right, producing more thrust than the ascending blade on the left.', 'C) gyroscopic forces applied to the rotating propeller blades acting 90° in advance of the point the force was applied.']	['B']
3209.	SC	When does P-factor cause the airplane to yaw to the left?	['A) When at low angles of attack.', 'B) When at high angles of attack.', 'C) When at high airspeeds.']	['B']
3210.	SC	An airplane said to be inherently stable will	['A) be difficult to stall.', 'B) require less effort to control.', 'C) not spin.']	['B']
3211.	SC	What determines the longitudinal stability of an airplane?	['A) The location of the CG with respect to the center of lift.', 'B) The effectiveness of the horizontal stabilizer, rudder, and rudder trim tab.', 'C) The relationship of thrust and lift to weight and drag.']	['A']
3212.	SC	What causes an airplane (except a T-tail) to pitch nosedown when power is reduced and controls are not adjusted?	['A) The CG shifts forward when thrust and drag are reduced.', 'B) The downwash on the elevators from the propeller slipstream is reduced and elevator effectiveness is reduced.', 'C) When thrust is reduced to less than weight, lift is also reduced and the wings can no longer support the weight.']	['B']
3213.	SC	What is the purpose of the rudder on an airplane?	['A) To control yaw.', 'B) To control over-banking tendency.', 'C) To control roll.']	['A']
3217.	SC	The amount of excess load that can be imposed on the wing of an airplane depends upon the;	['A) position of the CG.', 'B) speed of the airplane.', 'C) abruptness at which the load is applied.']	['B']
3218.	SC	Which basic flight maneuver increases the load factor on an airplane as compared to straight-and-level flight?	['A) Climbs.', 'B) Turns.', 'C) Stalls.']	['B']
3219.	SC	One of the main functions of flaps during approach and landing is to	['A) decrease the angle of descent without increasing the airspeed.', 'B) permit a touchdown at a higher indicated airspeed.', 'C) increase the angle of descent without increasing the airspeed.']	['C']
3220.	SC	What is one purpose of wing flaps?	['A) To enable the pilot to make steeper approaches to a landing without increasing the airspeed', 'B) To relieve the pilot of maintaining continuous pressure on the controls.', 'C) To decrease wing area to vary the lift.']	['A']
3221.	SC	Excessively high engine temperatures will	['A) cause damage to heat-conducting hoses and warping of the cylinder cooling fins.', 'B) cause loss of power, excessive oil consumption, and possible permanent internal engine damage.', 'C) not appreciably affect an aircraft engine.']	['B']
3222.	SC	If the engine oil temperature and cylinder head temperature gauges have exceeded their normal operating range, the pilot may have been operating with	['A) the mixture set too rich.', 'B) higher-than-normal oil pressure.', 'C) too much power and with the mixture set too lean.']	['C']
3223.	SC	One purpose of the dual ignition system on an aircraft engine is to provide for	['A) improved engine performance.', 'B) uniform heat distribution.', 'C) balanced cylinder head pressure.']	['A']
3224.	SC	On aircraft equipped with fuel pumps, when is the auxiliary electric driven pump used?	['A) All the time to aid the engine-driven fuel pump.', 'B) In the event engine-driven fuel pump fails.', 'C) Constantly except in starting the engine.']	['B']
3225.	SC	The operating principle of float-type carburetors is based on the	['A) automatic metering of air at the venturi as the aircraft gains altitude.', 'B) difference in air pressure at the venturi throat and the air inlet.', 'C) increase in air velocity in the throat of a venturi causing an increase in air pressure.']	['B']
3226.	SC	The basic purpose of adjusting the fuel/air mixture at altitude is to	['A) decrease the amount of fuel in the mixture in order to compensate for increased air density.', 'B) decrease the fuel flow in order to compensate for decreased air density.', 'C) increase the amount of fuel in the mixture to compensate for the decrease in pressure and density of the air.']	['B']
3227.	SC	During the run-up at a high-elevation airport, a pilot notes a slight engine roughness that is not affected by the magneto check but grows worse during the carburetor heat check. Under these circumstances, what would be the most logical initial action?	['A) Check the results obtained with a leaner setting of the mixture.', 'B) Taxi back to the flight line for a maintenance check.', 'C) Reduce manifold pressure to control detonation.']	['A']
3228.	SC	While cruising at 9,500 feet MSL, the fuel/air mixture is properly adjusted. What will occur if a descent to 4,500 feet MSL is made without readjusting the mixture? A) The fuel/air mixture may become excessively lean. B) There will be more fuel in the cylinders than is needed for normal combustion, and the excess fuel will absorb heat and cool the engine. C) The excessively rich mixture will create higher cylinder head temperatures and may cause detonation. 3229. C Which condition is most favorable to the development of carburetor icing?	['A) Any temperature below freezing and a relative humidity of less than 50 percent.', 'B) Temperature between 32 and 50 °F and low humidity.', 'C) Temperature between 20 and 70 °F and high humidity.']	['A']
3230.	SC	The possibility of carburetor icing exists even when the ambient air temperature is as	['A) high as 70 °F and the relative humidity is high.', 'B) high as 95 °F and there is visible moisture.', 'C) low as 0 °F and the relative humidity is high.']	['A']
3231.	SC	If an aircraft is equipped with a fixed-pitch propeller and a float-type carburetor, the first indication of carburetor ice would most likely be	['A) a drop in oil temperature and cylinder head temperature.', 'B) engine roughness.', 'C) loss of RPM.']	['C']
3232.	SC	Applying carburetor heat will	['A) result in more air going through the carburetor.', 'B) enrich the fuel/air mixture.', 'C) not affect the fuel/air mixture.']	['B']
3233.	SC	What change occurs in the fuel/air mixture when carburetor heat is applied?	['A) A decrease in RPM results from the lean mixture.', 'B) The fuel/air mixture becomes richer.', 'C) The fuel/air mixture becomes leaner.']	['B']
3234.	SC	Generally speaking, the use of carburetor heat tends to	['A) decrease engine performance.', 'B) increase engine performance.', 'C) have no effect on engine performance.']	['A']
3235.	SC	The presence of carburetor ice in an aircraft equipped with a fixed-pitch propeller can be verified by applying carburetor heat and noting	['A) an increase in RPM and then a gradual decrease in RPM.', 'B) a decrease in RPM and then a constant RPM indication.', 'C) a decrease in RPM and then a gradual increase in RPM.']	['C']
3236.	SC	With regard to carburetor ice, float-type carburetor systems in comparison to fuel injection systems are generally considered to be	['A) more susceptible to icing.', 'B) equally susceptible to icing.', 'C) susceptible to icing only when visible moisture is present.']	['A']
3237.	SC	If the grade of fuel used in an aircraft engine is lower than specified for the engine, it will most likely cause	['A) a mixture of fuel and air that is not uniform in all cylinders.', 'B) lower cylinder head temperatures.', 'C) detonation.']	['C']
3238.	SC	Detonation occurs in a reciprocating aircraft engine when	['A) the spark plugs are fouled or shorted out or the wiring is defective.', 'B) hot spots in the combustion chamber ignite the fuel/air mixture in advance of normal ignition.', 'C) the unburned charge in the cylinders explodes instead of burning normally.']	['C']
3239.	SC	If a pilot suspects that the engine (with a fixed-pitch propeller) is detonating during climb-out after takeoff, the initial corrective action to take would be to	['A) lean the mixture.', 'B) lower the nose slightly to increase airspeed.', 'C) apply carburetor heat.']	['B']
3240.	SC	The uncontrolled firing of the fuel/air charge in advance of normal spark ignition is known as	['A) combustion.', 'B) pre-ignition.', 'C) detonation.']	['B']
3241.	SC	Which would most likely cause the cylinder head temperature and engine oil temperature gauges to exceed their normal operating ranges?	['A) Using fuel that has a lower-than-specified fuel rating.', 'B) Using fuel that has a higher-than-specified fuel rating.', 'C) Operating with higher-than-normal oil pressure.']	['A']
3242.	SC	What type fuel can be substituted for an aircraft if the recommended octane is not available?	['A) The next higher octane aviation gas.', 'B) The next lower octane aviation gas.', 'C) Unleaded automotive gas of the same octane rating.']	['A']
3243.	SC	Filling the fuel tanks after the last flight of the day is considered a good operating procedure because this will	['A) force any existing water to the top of the tank away from the fuel lines to the engine.', 'B) prevent expansion of the fuel by eliminating airspace in the tanks.', 'C) prevent moisture condensation by eliminating airspace in the tanks.']	['C']
3244.	SC	For internal cooling, reciprocating aircraft engines are especially dependent on	['A) a properly functioning thermostat.', 'B) air flowing over the exhaust manifold.', 'C) the circulation of lubricating oil.']	['C']
3245.	SC	An abnormally high engine oil temperature indication may be caused by	['A) the oil level being too low.', 'B) operating with a too high viscosity oil.', 'C) operating with an excessively rich mixture.']	['A']
3246.	SC	What effect does high density altitude, as compared to low density altitude, have on propeller efficiency and why?	['A) Efficiency is increased due to less friction on the propeller blades.', 'B) Efficiency is reduced because the propeller exerts less force at high density altitudes than at low density altitudes.', 'C) Efficiency is reduced due to the increased force of the propeller in the thinner air.']	['B']
3263.	SC	As altitude increases, the indicated airspeed at which a given airplane stalls in a particular configuration will	['A) decrease as the true airspeed decreases.', 'B) decrease as the true airspeed increases.', 'C) remain the same regardless of altitude.']	['C']
3301.	SC	What force makes an airplane turn?	['A) The horizontal component of lift.', 'B) The vertical component of lift.', 'C) Centrifugal force.']	['A']
3302.	SC	When taxiing with strong quartering tailwinds, which aileron positions should be used?	['A) Aileron down on the downwind side.', 'B) Ailerons neutral.', 'C) Aileron down on the side from which the wind is blowing.']	['C']
3303.	SC	Which aileron positions should a pilot generally use when taxiing in strong quartering headwinds.	['A) Aileron up on the side from which the wind is blowing.', 'B) Aileron down on the side from which the wind is blowing.', 'C) Ailerons Neutral.']	['A']
3304.	SC	Which wind condition would be most critical when taxiing a nose wheel equipped high-wing airplane.	['A) Quartering tailwind.', 'B) Direct crosswind.', 'C) Quartering heading..']	['A']
3309.	SC	In what flight condition must an aircraft be placed in order to spin?	['A) Partially stalled with one wing low.', 'B) In a steep diving spiral.', 'C) Stalled.']	['C']
3310.	SC	During a spin to the left, which wing(s) is/are stalled?	['A) Both wings are stalled.', 'B) Neither wing is stalled.', 'C) Only the left wing is stalled.']	['A']
3311.	SC	The angle of attack at which an airplane wing stalls will	['A) increase if the CG is moved forward.', 'B) change with an increase in gross weight.', 'C) remain the same regardless of gross weight.']	['C']
3312.	SC	What is ground effect?	['A) The result of the interference of the surface of the Earth with the airflow patterns about an airplane.', 'B) The result of an alteration in airflow patterns increasing induced drag about the wings of an airplane.', 'C) The result of the disruption of the airflow patterns about the wings of an airplane to the point where the wings will no longer support the airplane in flight.']	['A']
3313.	SC	Float caused by the phenomenon ground effect will be most realized during an approach to land when at	['A) less than the length of the wingspan above the surface.', 'B) twice the length of the wingspan above the surface', 'C) a higher-than-normal angle of attack.']	['A']
3314.	SC	What must a pilot be aware of as a result of ground effect?	['A) Wingtip vortices increase creating wake turbulence problems for arriving and departing aircraft.', 'B) Induced drag decreases; therefore, any excess speed at the point of flare may cause considerable floating.', 'C) A full stall landing will require less up elevator deflection than would a full stall when done free of ground effect.']	['B']
3315.	SC	Ground effect is most likely to result in which problem?	['A) Settling to the surface abruptly during landing.', 'B) Becoming airborne before reaching recommended takeoff speed.', 'C) Inability to get airborne even though airspeed is sufficient for normal takeoff needs.']	['B']
3316.	SC	During an approach to a stall, an increased load factor will cause the airplane to	['A) stall at a higher airspeed.', 'B) have a tendency to spin.', 'C) be more difficult to control.']	['A']
3317.	SC	Angle of attack is defined as the angle between the chord line of an airfoil and the	['A) direction of the relative wind.', 'B) pitch angle of an airfoil.', 'C) rotor plane of rotation.']	['A']
3651.	SC	What action can a pilot take to aid in cooling an engine that is overheating during a climb?	['A) Reduce rate of climb and increase airspeed.', 'B) Reduce climb speed and increase RPM.', 'C) Increase climb speed and increase RPM.']	['A']
3652.	SC	What is one procedure to aid in cooling an engine that is overheating?	['A) Enrichen the fuel mixture.', 'B) Increase the RPM.', 'C) Reduce the airspeed.']	['A']
3653.	SC	How is engine operation controlled on an engine equipped with a constant-speed propeller?	['A) The throttle controls power output as registered on the manifold pressure gauge and the propeller control regulates engine RPM.', 'B) The throttle controls power output as registered on the manifold pressure gauge and the propeller control regulates a constant blade angle.', 'C) The throttle controls engine RPM as registered on the tachometer and the mixture control regulates the power output.']	['A']
3655.	SC	A precaution for the operation of an engine equipped with a constant-speed propeller is to	['A) avoid high RPM settings with high manifold pressure.', 'B) avoid high manifold pressure settings with low RPM.', 'C) always use a rich mixture with high RPM settings.']	['B']
3656.	SC	What should be the first action after starting an aircraft engine?	['A) Adjust for proper RPM and check for desired indications on the engine gauges.', 'B) Place the magneto or ignition switch momentarily in the OFF position to check for proper grounding.', 'C) Test each brake and the parking brake.']	['A']
3657.	SC	Should it become necessary to handprop an airplane engine, it is extremely important that a competent pilot	["A) call 'contact' before touching the propeller.", "B) be at the controls in the cockpit.", "C) be in the cockpit and call out all commands."]	['B']
3658.	SC	In regard to preflighting an aircraft, what is the minimum expected of a pilot prior to every flight?	['A) Drain fuel from each quick drain.', 'B) Perform a walk-around inspection of the aircraft.', 'C) Check the required documents aboard the aircraft.']	['B']
3659.	SC	Why is the use of a written checklist recommended for preflight inspection and engine start?	['A) To ensure that all necessary items are checked in a logical sequence.', 'B) For memorizing the procedures in an orderly sequence.', 'C) To install confidence in the passengers.']	['A']
3660.	SC	What special check should be made on an aircraft during preflight after it has been stored an extended period of time?	['A) ELT batteries and operation.', 'B) Condensation in the fuel tanks.', 'C) Damage or obstructions caused by animals, birds or insects.']	['C']
3308.	SC	To minimize the side loads placed on the landing gear during touchdown, the pilot should keep the	['A) direction of motion of the aircraft parallel to the runway.', 'B) longitudinal axis of the aircraft parallel to the direction of its motion.', 'C) downwind wing lowered sufficiently to eliminate the tendency for the aircraft to drift.']	['B']
3202-4.	SC	If an emergency situation requires a downwind landing, pilots should expect a faster;	['A) airspeed at touchdown, a longer ground roll, and better control throughout the landing roll.', 'B) groundspeed at touchdown, a longer ground roll, and the likelihood of overshooting the desired touchdown point.', 'C) groundspeed at touchdown, a shorter ground roll, and the likelihood of undershooting the desired touchdown point.']	['B']
3203-1.	SC	When executing an emergency approach to land in a single-engine airplane, it is important to maintain a constant glide speed because variations in glide speed	['A) increase the chances of shock cooling the engine.', 'B) increase the airplane’s rate of descent and decrease gliding distance.', 'C) nullify all attempts at accuracy in judgment of gliding distance and landing spot.']	['C']
3513.	SC	Radar weather reports are of special interest to pilots because they indicate	['A) large areas of low ceilings and fog.', 'B) location of precipitation along with type, intensity, and trend.', 'C) location of precipitation along with type, intensity, and cell movement of precipitation.']	['B']
3783.	SC	Under what condition, if any, may pilots fly through a restricted area?	["A) When flying on airways with an ATC clearance.", "B) With the controlling agency's authorization.", "C) Regulations do not allow this."]	['C']
3785.	SC	What action should a pilot take when operating under VFR in a Military Operations Area (MOA)?	['A) Obtain a clearance from the controlling agency prior to entering the MOA.', 'B) Operate only on the airways that transverse the MOA.', 'C) Exercise extreme caution when military activity is being conducted.']	['C']
3786.	SC	Responsibility for collision avoidance in an alert area rests with;	['A) the controlling agency.', 'B) all pilots.', 'C) Air Traffic Control.']	['B']
3831.	SC	Pilots flying over a national wildlife refuge are requested to fly no lower than	['A) 1,000 feet AGL.', 'B) 2,000 feet AGL.', 'C) 3,000 feet AGL.']	['B']
3978.	SC	How many satellites make up the Global Positioning System (GPS)?	['A) 22.', 'B) 24.', 'C) 25.']	['B']
3979.	SC	What is the minimum number of Global Positioning System (GPS) satellites that are observable by a user anywhere on earth?	['A) 4.', 'B) 5.', 'C) 6.']	['B']
3980.	SC	How many Global Positioning System (GPS) satellites are required to yield a three dimensional position (latitude, longitude, and altitude) and time solution?	['A) 4.', 'B) 5.', 'C) 6.']	['A']
3598-3.	SC	If receiver autonomous integrity monitoring (RAIM) capability is lost in flight;	['A) the pilot may still rely on the GPS displayed altitude for vertical information.', 'B) the pilot has no assurance of the accuracy of the GPS position.', 'C) GPS position is reliable provided as least 3 GPS satellites are available.']	['B']
3529-1.	SC	If a true heading of 135° results in a ground track of 130° and a true airspeed of 135 knots results in a groundspeed of 140 knots, the wind would be from	['A) 019° and 12 knots.', 'B) 200° and 13 knots.', 'C) 246° and 13 knots.']	['C']
3006.	SC	Which V-speed represents maneuvering speed?	['A) VA.', 'B) VLO.', 'C) VNE.']	['A']
3007.	SC	Which V-speed represents maximum flap extended speed?	['A) Vfe', 'B) Vlof', 'C) Vfc']	['A']
3008.	SC	Which V-speed represents maximum landing gear extended speed?	['A) Vle', 'B) Vlo', 'C) Vfe']	['A']
3009.	SC	Vno is defined as the	['A) normal operating range.', 'B) never-exceed speed.', 'C) maximum structural cruising speed.']	['C']
3010.	SC	Vso is defined as the	['A) stalling speed or minimum steady flight speed in the landing configuration.', 'B) stalling speed or minimum steady flight speed in a specified configuration.', 'C) stalling speed or minimum takeoff safety speed. Pg. 42']	['A']
