id	type	question	option	answer
4448.	SC	What action should you take if your DME fails at FL 240?	['A) Advise ATC of the failure and land at the nearest available airport where repairs can be made.', 'B) Notify ATC that it will be necessary for you to go to a lower altitude, since your DME has failed.', 'C) Notify ATC of the failure and continue to the next airport of intended landing where repairs can be made.']	['C']
4449.	SC	Which rules apply to the pilot in command when operating on a VFR-on-Top clearance?	['A) VFR only.', 'B) VFR and IFR.', 'C) VFR when “in the clear” and IFR when “in the clouds.”']	['B']
4450.	SC	When can a VFR-on-Top clearance be assigned by ATC?	['A) Only upon request of the pilot when conditions are indicated to be suitable.', 'B) Any time suitable conditions exist and ATC wishes to expedite traffic flow.', 'C) When VFR conditions exist, but there is a layer of clouds below the MEA.']	['A']
4451.	SC	Which ATC clearance should instrument-rated pilots request in order to climb through a cloud layer or an area of reduced visibility and then continue the flight VFR?	['A) VFR on Top.', 'B) Special VFR to VFR Over-the-Top.', 'C) VFR Over-the-Top.']	['A']
4452.	SC	When on a VFR-on-Top clearance, the cruising altitude is based on;	['A) true course.', 'B) magnetic course.', 'C) magnetic heading.']	['B']
4454.	SC	What cruising altitude is appropriate for VFR on Top on a westbound flight below 18,000 feet?	['A) Even thousand-foot levels.', 'B) Even thousand-foot levels plus 500 feet, but not below MEA.', 'C) Odd thousand-foot levels plus 500 feet, but not below MEA.']	['B']
4455.	SC	What reports are required of a flight operating on an IFR clearance specifying VFR on Top in a non-radar environment?	['A) The same reports that are required for any IFR flight.', 'B) All normal IFR reports except vacating altitudes.', 'C) Only the reporting of any unforecast weather.']	['A']
4457.	SC	What minimums must be considered in selecting an altitude when operating with a VFR-on-Top clearance?	['A) At least 500 feet above the lowest MEA, or appropriate MOCA, and at least 1,000 feet above the existing meteorological condition.', 'B) At least 1,000 feet above the lowest MEA, appropriate MOCA, or existing meteorological condition.', 'C) Minimum IFR altitude, minimum distance from clouds, and visibility appropriate to altitude selected.']	['C']
4459.	SC	What is the procedure when the DME malfunctions at or above 24,000 feet MSL?	['A) Notify ATC immediately and request an altitude below 24,000 feet.', 'B) Continue to your destination in VFR conditions and report the malfunction.', 'C) After immediately notifying ATC, you may continue to the next airport of intended landing where repairs can be made.']	['C']
4460.	SC	What action should you take if your No. 1 VOR receiver malfunctions while operating in controlled airspace under IFR? Your aircraft is equipped with two VOR receivers. The No. 1 receiver has Omni/ Localizer/Glide Slope capability, and the No. 2 has only Omni.	['A) Report the malfunction immediately to ATC.', 'B) Continue the flight as cleared; no report is required.', 'C) Continue the approach and request a VOR or NDB approach.']	['A']
4461.	SC	While on an IFR flight, a pilot has an emergency which causes a deviation from an ATC clearance. What action must be taken?	['A) Notify ATC of the deviation as soon as possible.', 'B) Squawk 7700 for the duration of the emergency.', 'C) Submit a detailed report to the chief of the ATC facility within 48 hours.']	['A']
4462.	SC	You enter a holding pattern at a fix, not the same as the approach fix, and receive an EFC time of 1530. At 1520 you experience a complete two-way communications failure. Which procedure should you follow to execute the approach to a landing?	['A) Depart the holding fix to arrive at the approach fix as close as possible to the EFC time and complete the approach.', 'B) Depart the holding fix at the EFC time, and complete the approach.', 'C) Depart the holding fix at the EFC time or earlier if your flight planned ETA is before the EFC.']	['B']
4463.	SC	Which procedure should you follow if you experience two-way communications failure while holding at a holding fix with an EFC time? (The holding fix is not the same as the approach fix.)	['A) Depart the holding fix to arrive at the approach fix as close as possible to the EFC time.', 'B) Depart the holding fix at the EFC time.', 'C) Proceed immediately to the approach fix and hold until EFC.']	['B']
4464.	SC	You are in IMC and have two-way radio communications failure. If you do not exercise emergency authority, what procedure are you expected to follow?	['A) Set transponder to code 7600, continue flight on assigned route and fly at the last assigned altitude or the MEA, whichever is higher.', 'B) Set transponder to code 7700 for 1 minute, then to 7600, and fly to an area with VFR weather conditions.', 'C) Set transponder to 7700 and fly to an area where you can let down in VFR conditions.']	['A']
4465.	SC	Which procedure should you follow if, during an IFR flight in VFR conditions, you have two-way radio communications failure?	['A) Continue the flight under VFR and land as soon as practicable.', 'B) Continue the flight at assigned altitude and route, start approach at your ETA, or, if late, start approach upon arrival.', 'C) Land at the nearest airport that has VFR conditions.']	['A']
4466.	SC	What altitude and route should be used if you are flying in IMC and have two-way radio communications failure?	['A) Continue on the route specified in your clearance, fly at an altitude that is the highest of last assigned altitude, altitude ATC has informed you to expect, or the MEA.', 'B) Fly direct to an area that has been forecast to have VFR conditions, fly at an altitude that is at least 1,000 feet above the highest obstacles along the route.', 'C) Descend to MEA and, if clear of clouds, proceed to the nearest appropriate airport. If not clear of clouds, maintain the highest of the MEA’s along the clearance route.']	['A']
4470.	SC	What does the symbol T within a black triangle in the minimums section of the lAP for a particular airport indicate?	['A) Takeoff minimums are 1 mile for aircraft having two engines or less and $\\%$ mile for those with more than two engines.', 'B) Instrument takeoffs are not authorized.', 'C) Takeoff minimums are not standard and/or departure procedures are published.']	['C']
4471.	SC	What responsibility does the pilot in command of an IFR flight assume upon entering VFR conditions?	['A) Report VFR conditions to ARTCC so that an amended clearance may be issued.', 'B) Use VFR operating procedures.', 'C) To see and avoid other traffic.']	['C']
4505.	SC	In the event of two way radio communications failure while operating on an IFR clearance in VFR conditions the pilot should continue	['A) by the route assigned in the last ATC clearance received.', 'B) the flight under VFR and land as soon as practical.', 'C) the flight by the most direct route to the fix specified in the last clearance.']	['B']
4518.	SC	What is the minimum flight visibility and distance from clouds for flight at 10,500 feet with a VFR-on-Top clearance during daylight hours? (Class E airspace.)	['A) 3 SM, 1,000 feet above, 500 feet below, and 2,000 feet horizontal.', 'B) 5 SM, 1,000 feet above, 1,000 feet below, and 1 mile horizontal.', 'C) 5 SM, 1,000 feet above, 500 feet below, and 1 mile horizontal.']	['B']
4519.	SC	What is the required flight visibility and distance from clouds if you are operating in Class E airspace at 9,500 feet MSL with a VFR-on-Top clearance during daylight hours?	['A) 3 SM, 1,000 feet above, 500 feet below, and 2,000 feet horizontal.', 'B) 5 SM, 500 feet above, 1,000 feet below, and 2,000 feet horizontal.', 'C) 3 SM, 500 feet above, 1,000 feet below, and 2,000 feet horizontal.']	['A']
4543.	SC	If, while in Class E airspace, a clearance is received to “maintain VFR conditions on top,” the pilot should maintain a VFR cruising altitude based on the direction of the	['A) true course.', 'B) magnetic heading.', 'C) magnetic course.']	['C']
4431.	SC	When must a pilot fly at a cardinal altitude plus 500 feet on an IFR flight plan?	['A) When flying above 18,000 feet in VFR conditions.', 'B) When flying in VFR conditions above clouds.', 'C) When assigned a VFR-on-Top clearance.']	['C']
4555.	SC	To comply with ATC instructions for altitude changes of more than 1,000 feet, what rate of climb or descent should be used?	['A) As rapidly as practicable to 500 feet above/below the assigned altitude, and then at 500 feet per minute until the assigned altitude is reached.', 'B) 1,000 feet per minute during climb and 500 feet per minute during descents until reaching the assigned altitude.', 'C) As rapidly as practicable to 1,000 feet above/below the assigned altitude, and then between 500 and 1,500 feet per minute until reaching the assigned altitude.']	['C']
4633.	SC	Under which of the following circumstances will ATC issue a VFR restriction to an IFR flight?	['A) Whenever the pilot reports the loss of any navigational aid.', 'B) When it is necessary to provide separation between IFR and special VFR traffic.', 'C) When the pilot requests it.']	['C']
4634.	SC	What is expected of you as pilot on an IFR flight plan if you are descending or climbing in VFR conditions?	['A) If on an airway, climb or descend to the right of the centerline.', 'B) Advise ATC you are in visual conditions and will remain a short distance to the right of the centerline while climbing.', 'C) Execute gentle banks, left and right, at a frequency which permits continuous visual scanning of the airspace about you.']	['C']
4638.	SC	Which is true regarding the use of an instrument departure procedure chart?	['A) The use of an instrument departure procedure is mandatory.', 'B) To use an instrument departure procedure, the pilot must possess at least the textual description of the approved standard departure.', 'C) To use an instrument departure procedure, the pilot must possess both the textual and graphic form of the approved standard departure.']	['B']
4640.	SC	Which is true regarding STAR’s?	['A) STAR’s are used to separate IFR and VFR traffic.', 'B) STAR’s are established to simplify clearance delivery procedures.', 'C) STAR’s are used at certain airports to decrease traffic congestion.']	['B']
4751.	SC	Under which condition does ATC issue a STAR?	['A) To all pilots wherever STAR’s are available.', 'B) Only if the pilot requests a STAR in the “Remarks” section of the flight plan.', 'C) When ATC deems it appropriate, unless the pilot requests “No STAR.”']	['C']
4760.	SC	What are the alternate minimums that must be forecast at the ETA for an airport that has a precision approach procedure?	['A) 400-foot ceiling and 2 miles visibility.', 'B) 600-foot ceiling and 2 miles visibility.', 'C) 800-foot ceiling and 2 miles visibility.']	['B']
4761.	SC	What point at the destination should be used to compute estimated time en route on an IFR flight plan?	['A) The final approach fix on the expected instrument approach.', 'B) The initial approach fix on the expected instrument approach.', 'C) The point of first intended landing.']	['C']
4769.	SC	An airport without an authorized lAP may be included on an IFR flight plan as an alternate, if the current weather forecast indicates that the ceiling and visibility at the ETA will;	['A) be at least 300 feet and 2 miles.', 'B) be at least 1,000 feet and 1 mile.', 'C) allow for a descent from the MEA approach, and a landing under basic VFR.']	['C']
4637.	SC	When making an instrument approaching at the selected alternate airport, what landing minimums apply?	['A) Standard alternate minimums (600-2 or 800-2).', 'B) The IFR alternate minimums listed for that airport.', 'C) The landing minimums published for the type of procedure selected.']	['C']
4006.	SC	Except when necessary for takeoff or landing or unless otherwise authorized by the Administrator, the minimum altitude for IFR flight is;	['A) 3,000 feet over all terrain.', 'B) 3,000 feet over designated mountainous terrain; 2,000 feet over terrain elsewhere.', 'C) 2,000 feet above the highest obstacle over designated mountainous terrain; 1,000 feet above the highest obstacle over terrain elsewhere.']	['C']
4071.	SC	For which speed variation should you notify ATC?	['A) When the groundspeed changes more than 5 knots.', 'B) When the average true airspeed changes 5 percent or 10 knots, whichever is greater.', 'C) Any time the groundspeed changes 10 MPH.']	['B']
4077.	SC	Which airspaces are depicted on the En Route Low Altitude Chart?	['A) Limits of controlled airspace, military training Routes and special use airspace.', 'B) Class A, special use airspace, Class D and Class E.', 'C) Special use airspace, Class A, Class B, Class C, Class D, Class E and Class G.']	['A']
4078.	SC	For IFR planning purposes, what are the compulsory reporting points when using VOR/DME or VORTAC fixes to define a direct route not on established airways?	['A) Fixes selected to define the route.', 'B) There are no compulsory reporting points unless advised by ATC.', 'C) At the changeover points.']	['A']
4392.	SC	What is the significance of an ATC clearance which reads “... CRUISE SIX THOUSAND“?	['A) The pilot must maintain 6,000 feet until reaching the IAF serving the destination airport, then execute the published approach procedure.', 'B) Climbs may be made to, or descents made from, 6,000 feet at the pilot’s discretion.', 'C) The pilot may utilize any altitude from the MEA/ MOCA to 6,000 feet, but each change in altitude must be reported to ATC.']	['B']
4458.	SC	A “CRUISE FOUR THOUSAND FEET” clearance would mean that the pilot is authorized to;	['A) vacate 4,000 feet without further ATC clearance.', 'B) climb to, but not descend from 4,000 feet, without further ATC clearance.', 'C) use any altitude from minimum IFR to 4,000 feet, but must report leaving each altitude.']	['A']
4409.	SC	What service is provided by departure control to an IFR flight when operating from within the outer area of Class C airspace?	['A) Separation from all aircraft operating in Class C airspace.', 'B) Position and altitude of all traffic within 2 miles of the IFR pilot’s line of flight and altitude.', 'C) Separation from all IFR aircraft and participating VFR aircraft.']	['C']
4416.	SC	Which service is provided for IFR arrivals by a FSS located on an airport without a control tower?	['A) Automatic closing of the IFR flight plan.', 'B) Airport advisories.', 'C) All functions of approach control.']	['B']
4078.	SC	What are the compulsory reporting points when using VOR/DME or VORTAC fixes to define a direct route not on established airways?	['A) Fixes selected to define the route.', 'B) There are no compulsory reporting points unless advised by ATC.', 'C) At the changeover points.']	['A']
4400-1.	SC	For operations off established airways at 17,000 feet MSL in the contiguous U.S., High Altitude VORTAC facilities used to define a direct route of flight should be no farther apart than	['A) 75 NM.', 'B) 100 NM.', 'C) 200 NM.']	['B']
4400-2.	SC	For operations off established airways at 17,000 feet MSL using VOR navigation to define the route, the maximum distance between NAIADS should be;	['A) 40 NM.', 'B) 80 NM.', 'C) 90 NM.']	['B']
4422.	SC	What is meant when departure control instructs you to “resume own navigation” after you have been vectored to a Victor airway?	['A) You should maintain the airway by use of your navigation equipment.', 'B) Radar service is terminated.', 'C) You are still in radar contact, but must make position reports.']	['A']
4423.	SC	What does the ATC term “Radar Contact” signify?	['A) Your aircraft has been identified and you will receive separation from all aircraft while in contact with this radar facility.', 'B) Your aircraft has been identified on the radar display and radar flight-following will be provided until radar identification is terminated.', 'C) You will be given traffic advisories until advised the service has been terminated or that radar contact has been lost.']	['B']
4429.	SC	What is the definition of MEA?	['A) The lowest published altitude, which meets obstacle clearance requirement and assures acceptable navigational signal coverage.', 'B) The lowest published altitude, which meets obstacle requirements, assures acceptable navigational signal coverage, two-way radio communications, and provides adequate radar coverage.', 'C) An altitude, which meets obstacle clearance requirements, assures acceptable navigation signal coverage, two-way radio communications, adequate radar coverage, and accurate DME']	['A']
4432.	SC	The altitude that provides acceptable navigational signal coverage for the route, and meets obstacle clearance requirements, is the minimum;	['A) enroute altitude', 'B) reception altitude', 'C) obstacle clearance altitude.']	['A']
4432.	SC	The MEA assures acceptable navigational signal coverage and;	['A) DME reception.', 'B) radar coverage.', 'C) meets obstacle clearance requirements.']	['C']
4542.	SC	MEA is an altitude which assures;	['A) obstacle clearance, accurate navigational signals from more than one VORTAC, and accurate DME mileage.', 'B) a 1,000-foot obstacle clearance within 2 miles of an airway and assures accurate DME mileage.', 'C) acceptable navigational signal coverage and meets obstruction clearance requirements.']	['C']
4541.	SC	In the case of operations over an area designated as a mountainous area where no other minimum altitude is prescribed, no person may operate an aircraft under IFR below an altitude of	['A) 500 feet above the highest obstacle.', 'B) 1,000 feet above the highest obstacle.', 'C) 2,000 feet above the highest obstacle.']	['C']
4XXX-4.	SC	You are flying at an altitude of 7,000 feet MSL when you notice you are picking up ice. You request 9,000 feet because you know it is clear above. ATC replies unable. You then request 9,500 feet VFR-on-Top and ATC approves it. Your enroute IFR clearance is now	['A) canceled.', 'B) VFR only as conditions permit.', 'C) both VFR and IFR rules apply.']	['C']
4433.	SC	You have filed an IFR flight plan with a VFR on Top clearance in lieu of an assigned altitude. If you receive this clearance and fly a course of $1\bar{8}0^{\circ}$ , at what altitude should you fly? (Assume VFR conditions.)	['A) Any IFR altitude which will enable you to remain in VFR conditions.', 'B) An odd thousand foot MSL altitude plus 500 feet.', 'C) An even thousand foot MSL altitude plus 500 feet.']	['C']
4434.	SC	MOAs are established to	['A) prohibit all civil aircraft because of hazardous or secret activities.', 'B) separate certain military activities from IFR traffic.', 'C) restrict civil aircraft during periods of high density training activities.']	['B']
4435.	SC	Reception of signals from an off airway radio facility may be inadequate to identify the fix at the designated MEA. In this case, which altitude is designated for the fix?	['A) MRA.', 'B) MCA.', 'C) MOCA.']	['A']
4545.	SC	ATC may assign the MOCA when certain special conditions exist, and when within;	['A) 22NM of a VOR.', 'B) 25 NM of a VOR.', 'C) 30 NM of a VOR.']	['A']
4546.	SC	Which aeronautical chart depicts Military Training Routes (MT R) above 1,500 feet?	['A) IFR Planning Chart.', 'B) IFR Enroute Low Altitude Chart.', 'C) IFR Enroute High Altitude Chart.']	['B']
4436.	SC	Which condition is guaranteed for all of the following altitude limits: MAA, MCA. MRA, MOCA and MEA? (Non-mountainous area.)	['A) Adequate navigation signals.', 'B) Adequate communications.', 'C) 1,000-foot obstacle clearance.']	['C']
4437.	SC	If no MCA is specified, what is the lowest altitude for crossing a radio fix, beyond which a higher minimum applies?	['A) The MEA at which the fix is approached.', 'B) The MRA at which the fix is approached.', 'C) The MOCA for the route segment beyond the fix.']	['A']
4544.	SC	Reception of signals from a radio facility, located off the airway being flown, may be inadequate at the designated MEA to identify the fix. In this case, which altitude is designated for the fix?	['A) MOCA.', 'B) MRA.', 'C) MCA.']	['B']
4438.	SC	When an aircraft is not equipped with a transponder, what requirement must be met before ATC will authorize a flight within class B airspace?	['A) A request for the proposed flight must be made to ATC at least 1 hour before the flight.', 'B) The proposed flight must be conducted when operating under instrument flight rules.', 'C) The proposed flight must be conducted in visual meteorological conditions (VM']	['A']
4456.	SC	Which report should be made to ATC without a specific request when not in radar contact?	['A) Entering instrument meteorological conditions', 'B) When leaving final approach fix in bound on final approach.', 'C) Correcting an E.T.A. any time a previous E.T.A. is in error in excess of 2 minutes.']	['B']
4473.	SC	Which airspace is defined as a transition area when designated in conjunction with an airport which has a prescribed IAP?	['A) The Class E airspace extending upward from 700 feet or more above the surface and terminating at the base of the overlying controlled airspace.', 'B) That Class D airspace extending from the surface and terminating at the base of the continental control area.', 'C) The Class C airspace extending from the surface to 700 or 1,200 feet AGL, where designated.']	['A']
4476.	SC	What are the vertical limits of a transition area that is designated in conjunction with an airport having a prescribed IAP?	['A) Surface to 700 feet AGL.', 'B) 1,200 feet AGL to the base of the overlying controlled airspace.', 'C) 700 feet AGL or more to the base of the overlying controlled airspace.']	['C']
4474.	SC	The vertical extent of the Class A airspace throughout the conterminous U.S. extends from;	['A) 18,000 feet to and including FL450.', 'B) 18,000 feet to and including FL600.', 'C) 12,500 feet to and including FL600.']	['B']
4475.	SC	Class G airspace is that airspace where;	['A) ATC does not control air traffic.', 'B) ATC controls only IFR flights.', 'C) the minimum visibility for VFR flight is 3 miles.']	['A']
4485.	SC	Unless otherwise specified on the chart, the minimum en route altitude along a jet route is;	['A) 18,000 feet MSL.', 'B) 24,000 feet MSL.', 'C) 10,000 feet MSL.']	['A']
4605.	SC	During the en route phase of an IFR flight, the pilot is advised “Radar service terminated.” What action is appropriate?	['A) Set transponder to code 1200.', 'B) Resume normal position reporting.', 'C) Activate the IDENT feature of the transponder to re-establish radar contact.']	['B']
4486.	SC	An abbreviated departure clearance '...CLEARED AS FILED...' will always contain the name;	['A) and number of the STAR to be flown when filed in the flight plan.', 'B) of the destination airport filed in the flight plan.', 'C) of the first compulsory reporting point if not in a radar environment.']	['B']
4617.	SC	To ensure proper airspace protection while in a holding pattern, what is the recommended maximum airspeed above 14,000 feet?	['A) 220 knots.', 'B) 265 knots.', 'C) 200 knots.']	['B']
4626.	SC	To ensure proper airspace protection while holding at 5,000 feet in a civil airplane, what is the recommended maximum indicated airspeed a pilot should use?	['A) 230 knots.', 'B) 200 knots.', 'C) 210 knots.']	['B']
4620.	SC	the first leg outbound in a nonstandard holding pattern?	['A) When over or abeam the holding fix, whichever occurs later.', 'B) When the wings are level at the completion of a 180 turn outbound', 'C) Abeam the holding fix, or wings level, whichever occurs last.']	['A']
4529.	SC	Which altitude is the upper limit for Class A airspace?	['A) 14,500 feet MSL.', 'B) 18,000 feet MSL.', 'C) 60,000 feet MSL.']	['C']
4530.	SC	What is the maximum altitude that Class G airspace will exist? Does not include airspace less than 1,500 feet AGL.	['A) 18,000 feet MSL.', 'B) 14,500 feet MSL.', 'C) 14,000 feet MSL.']	['B']
4531.	SC	What is generally the maximum altitude for Class B airspace?	['A) 4,000 feet MSL.', 'B) 10,000 feet MSL.', 'C) 14,500 feet MSL.']	['B']
4532.	SC	What are the normal lateral limits for Class D airspace?	['A) 8NM.', 'B) 5NM.', 'C) 4NM.']	['C']
4539.	SC	What minimum aircraft equipment is required for operation within Class C airspace?	['A) Two-way communications and Mode C transponder.', 'B) Two-way communications.', 'C) Transponder and DME.']	['A']
4058.	SC	How is your flight plan closed when your destination airport has IFR conditions and there is no control tower or flight service station (FSS) on, the field?	['A) The ARTCC controller will close your flight plan when you report the runway in sight.', 'B) You may close your flight plan any time after starting the approach by contacting any FSS or ATC facility.', 'C) Upon landing, you must close your flight plan by radio or by telephone to any FSS or ATC facility.']	['C']
4076.	SC	When may a pilot cancel the IFR flight plan prior to completing the flight?	['A) Anytime.', 'B) Only in VFR conditions when not in Class A airspace.', 'C) Only if an emergency occurs.']	['B']
4353.	SC	Which indications will a pilot receive when passing over an outer marker (OM) on a front course ILS approach?	['A) One dot per second.', 'B) Four dots per second.', 'C) Single dashes and a blue light.']	['C']
4353-1.	SC	Which indications will a pilot receive when passing over an inner marker (IM) on a front course ILS approach?	['A) One dot per second.', 'B) Four dots per second.', 'C) Alternating dashes and a blue light.']	['B']
4353-2.	SC	Which indications will a pilot receive when passing over a middle marker (MM) on a front course ILS approach?	['A) One dot per second.', 'B) Four dots per second.', 'C) Alternating dots and dashes and an amber light.']	['C']
4401.	SC	What does the Runway Visual Range (RVR) value, depicted on certain straight-in lAP Charts, represent?	['A) The slant range distance the pilot can see down the runway while crossing the threshold on glide slope.', 'B) The horizontal distance a pilot should see down the runway from the approach end of the runway in a moving aircraft.', 'C) The slant visual range a pilot should see down the final approach and during landing.']	['B']
4408.	SC	The operation of an airport rotating beacon during daylight hours may indicate that	['A) the in-flight visibility is less than 3 miles and the ceiling is less than 1,500 feet within Class E airspace.', 'B) the ground visibility is less than 3 miles and/or the ceiling is less than 1,000 feet in Class B, C, or D airspace.', 'C) an IFR clearance is required to operate within the airport traffic area.']	['B']
4469.	SC	When are you required to establish communications with the tower, if you cancel your IFR flight plan 10 miles from the destination?	['A) Immediately after canceling the flight plan.', 'B) When advised by ARTCC.', 'C) At least 5 miles from the center of the airport.']	['C']
4540.	SC	What obstacle clearance and navigation signal coverage is a pilot assured with the Minimum Sector Altitudes depicted on lAP charts?	['A) 1,000 feet and acceptable navigation signal coverage within a 25 NM radius of the navigation facility.', 'B) 1,000 feet within a 25 NM radius of the navigation facility but not acceptable navigation signal coverage.', 'C) 500 feet and acceptable navigation signal coverage within a 10 NM radius of the navigation facility.']	['B']
4630.	SC	If a pilot elects to proceed to the selected alternate, the landing minimums used at that airport should be the;	['A) minimums specified for the approach procedure selected.', 'B) alternate minimums shown on the approach chart.', 'C) minimums shown for that airport in a separate listing of “IFR Alternate Minimums.”']	['A']
4631.	SC	If the pilot loses visual reference while circling to land from an instrument approach and ATC radar service is not available, the missed approach action should be to	['A) execute a climbing turn to parallel the published final approach course and climb to the initial approach altitude.', 'B) climb to the published circling minimums then proceed direct to the final approach fix.', 'C) make a climbing turn toward the landing runway and continue the turn until established on the missed approach course.']	['C']
4632.	SC	When the approach procedure involves a procedure turn, the maximum speed should not be greater than;	['A) 180 knots lAS.', 'B) 200 knots lAS.', 'C) 250 knots IAS.']	['B']
4641.	SC	While being radar vectored, an approach clearance is received. The last assigned altitude should be maintained until;	['A) reaching the FAF.', 'B) advised to begin descent.', 'C) established on a segment of a published route or lAP.']	['C']
4667.	SC	If an early missed approach is initiated before reaching the MAP, the following procedure should be used unless otherwise cleared by ATC.	['A) Proceed to the missed approach point at or above the MDA or DH before executing a turning maneuver.', 'B) Begin a climbing turn immediately and follow missed approach procedures.', 'C) Maintain altitude and continue past MAP for 1 minute or 1 mile whichever occurs first.']	['A']
4668.	SC	When more than one circuit of the holding pattern is needed to lose altitude or become better established on course, the additional circuits can be made	['A) at pilot’s discretion.', 'B) only in an emergency.', 'C) only if pilot advises ATC and ATC approves.']	['C']
4670.	SC	When simultaneous approaches are in progress, how does each pilot receive radar advisories?	['A) On tower frequency.', 'B) On approach control frequency.', 'C) One pilot on tower frequency and the other on approach control frequency.']	['A']
4671.	SC	During an instrument approach, under what conditions, if any, is the holding pattern course reversal not required?	['A) When radar vectors are provided.', 'B) When cleared for the approach.', 'C) None, since it is always mandatory.']	['A']
4672.	SC	During an instrument precision approach, terrain and obstacle clearance depends on adherence to	['A) minimum altitude shown on the lAP.', 'B) Terrain contour information.', 'C) natural and man-made reference point information.']	['A']
4678.	SC	10,600 MSA on the Price/Carbon County Airport Approach Chart?	['A) It provides safe clearance above the highest obstacle in the defined sector out to 25 NM.', 'B) It provides an altitude above which navigational course guidance is assured.', 'C) It is the minimum vector altitude for aircraft in that defined sector.']	['A']
4692.	SC	Which of the following statements is true regarding Parallel ILS approaches?	['A) Parallel ILS approach runway centerlines are separated by at least 4,300 feet and standard IFR separation is provided on the adjacent runway.', 'B) Parallel ILS approaches provide aircraft a minimum of 1 1/2 miles radar separation between successive aircraft on the adjacent localizer course.', 'C) Landing minimums to the adjacent runway will be higher than the minimums to the primary runway, but will normally be lower than the published circling minimums.']	['B']
4706.	SC	A pilot is making an ILS approach and is, past the OM to a runway which has a VASI. What action should the pilot take if an electronic glide slope malfunction occurs and the pilot has the VASI in sight?	['A) The pilot should inform ATC of the malfunction and then descend immediately to the localizer DH and make a localizer approach.', 'B) The pilot may continue the approach and use the VASI glide slope in place of the electronic glide slope.', 'C) The pilot must request an LOC approach, and may descend below the VASI at the pilot’s discretion.']	['B']
4707.	SC	What wind condition prolongs the hazards of wake turbulence on a landing runway for the longest period of time?	['A) Direct headwind.', 'B) Direct tailwind.', 'C) Light quartering tailwind.']	['C']
4708.	SC	Wake turbulence is near maximum behind a jet transport just after takeoff because	['A) the engines are at maximum thrust output at slow airspeed.', 'B) the gear and flap configuration increases the turbulence to maximum.', 'C) of the high angle of attack and high gross weight']	['C']
4710.	SC	When landing behind a large jet aircraft, at which point on the runway should you plan to land?	['A) If any crosswind, land on the windward side of the runway and prior to the jet’s touchdown point.', 'B) At least 1,000 feet beyond the jet’s touchdown point.', 'C) Beyond the jet’s touchdown point.']	['C']
4714.	SC	Which procedure should be followed by a pilot who is circling to land in a Category B airplane, but is maintaining a speed 5 knots faster than the maximum specified for that category?	['A) Use the approach minimums appropriate for Category C.', 'B) Use Category B minimums.', 'C) Use Category D minimums since they apply to all circling approaches.']	['A']
4715.	SC	How can an IAF be identified on a Standard Instrument Approach Procedure (SIAP) Chart?	['A) All fixes that are labeled lAF.', 'B) Any fix illustrated within the 10 mile ring other than the FAF or stepdown fix.', 'C) The procedure turn and the fixes on the feeder facility ring.']	['A']
4716.	SC	RVR minimums for landing are prescribed in an IAP, but RVR is inoperative and cannot be reported for the intended runway at the time. Which of the following would be an operational consideration?	['A) RVR minimums which are specified in the procedures should be converted and applied as ground visibility.', 'B) RVR minimums may be disregarded, providing the runway has an operative HIRL system.', 'C) RVR minimums may be disregarded, providing all other components of the ILS system are operative.']	['A']
4717.	SC	Aircraft approach categories are based on;	['A) certificated approach speed at maximum gross weight.', 'B) 1.3 times the stall speed in landing configuration at maximum gross landing weight.', 'C) 1.3 times the stall speed at maximum gross weight.']	['B']
4719.	SC	When a pilot elects to proceed to the selected alternate airport, which minimums apply for landing at the alternate?	['A) 600-1 if the airport has an ILS.', 'B) Ceiling 200 feet above the published minimum; visibility 2 miles.', 'C) The landing minimums for the approach to be used.']	['C']
4726.	SC	You are being vectored to the ILS approach course, but have not been cleared for the approach. It becomes evident that you will pass through the localizer course. What action should be taken?	['A) Turn outbound and make a procedure turn.', 'B) Continue on the assigned heading and query ATC.', 'C) Start a turn to the inbound heading and inquire if you are cleared for the approach.']	['B']
4728.	SC	How is ATC radar used for instrument approaches when the facility is approved for approach control service?	['A) Precision approaches, weather surveillance, and as a substitute for any inoperative component of a navigation aid used for approaches.', 'B) ASR approaches, weather surveillance, and course guidance by approach control.', 'C) Course guidance to the final approach course, ASR and PAR approaches, and the monitoring of nonradar approaches.']	['C']
4731.	SC	Which pilot action is appropriate if more than one component of an ILS is unusable?	['A) Use the highest minimum required by any single component that is unusable.', 'B) Request another approach appropriate to the equipment that is useable.', 'C) Raise the minimums a total of that required by each component that is unusable.']	['A']
4732.	SC	If the ILS outer marker is inoperative, you may substitute?	['A) A compass locator or precision radar.', 'B) VOR radials that identify the location.', 'C) Distance Measuring Equipment (DME).']	['A']
4733.	SC	What facilities, if any, may be substituted for an inoperative middle marker during an ILS approach without affecting the straight-in minimums?	['A) ASR.', 'B) Substitution not necessary, minimums do not change.', 'C) Compass locator, PAR, and ASR.']	['B']
4734.	SC	When being radar vectored for an ILS approach, at what point may you start a descent from your last assigned altitude to a lower minimum altitude if cleared for the approach?	['A) When established on a segment of a published route or instrument approach procedure.', 'B) You may descend immediately to published glide slope interception altitude.', 'C) Only after you are established on the final’ approach unless informed otherwise by ATC.']	['A']
